beta,eta,gamma,gamma_over_eta,n,delta_star_L6
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.08
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.12
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.08
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.14
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.1
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.08
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.1
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.1
5.0,1.0,0.5,0.5,20,0.08
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.08
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.08
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.08
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.1
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.08
5.0,1.0,0.5,0.5,20,0.08
5.0,1.0,0.5,0.5,20,0.1
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.1
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.08
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.08
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.1
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.08
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.1
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.12
5.0,1.0,0.5,0.5,20,0.08
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.1
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.08
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.06
5.0,1.0,0.5,0.5,20,0.0
5.0,1.0,0.5,0.5,20,0.02
5.0,1.0,0.5,0.5,20,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.08
5.0,1.0,1.0,1.0,7,0.12
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.12
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.08
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.08
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.1
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.1
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.12
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.08
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.16
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.08
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.1
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.08
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.14
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.08
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.14
5.0,1.0,1.0,1.0,7,0.38
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.12
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.1
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.08
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.16
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.08
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.12
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.1
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.08
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.1
5.0,1.0,1.0,1.0,7,0.12
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.16
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.06
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.08
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.04
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.0
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.02
5.0,1.0,1.0,1.0,7,0.04
